Date,Adj Close,Fast %K,Slow %K(D),Slow %D(J),J Binary(80%),J Binary(50%),Open,High,Low,Close,Volume,macd,macds,macdo,VIX,Bullish,Neutral,Bearish,Bullish 8-Week Mov Avg,Bull-Bear Spread,Fear Greed,Put Call
2011-03-04,1321.1500 ,53.9852 ,49.3114 ,45.6428 ,0.0000 ,0.0000 ,1330.7300 ,1331.0800 ,1312.5900 ,1321.1500 ,4223740000.0000 ,6.5617 ,9.0853 ,-2.5236 ,19.0600 ,0.37 ,0.3000 ,0.33 ,0.4600 ,0.0400 ,39.0000 ,0.5700 
2011-03-07,1310.1300 ,31.8611 ,42.4493 ,46.8540 ,0.0000 ,0.0000 ,1322.7200 ,1327.6801 ,1303.9900 ,1310.1300 ,3964730000.0000 ,5.3344 ,8.3351 ,-3.0007 ,20.6600 ,0.37 ,0.3000 ,0.33 ,0.4600 ,0.0400 ,35.0000 ,0.6400 
2011-03-08,1321.8199 ,55.3302 ,48.6689 ,46.8099 ,0.0000 ,0.0000 ,1311.0500 ,1325.7400 ,1306.8600 ,1321.8199 ,4531420000.0000 ,5.2447 ,7.7170 ,-2.4724 ,19.8200 ,0.37 ,0.3000 ,0.33 ,0.4600 ,0.0400 ,27.0000 ,0.5400 
2011-03-09,1320.0200 ,51.7166 ,53.3186 ,48.1456 ,0.0000 ,0.0000 ,1319.9200 ,1323.2100 ,1312.2700 ,1320.0200 ,3709520000.0000 ,4.9710 ,7.1678 ,-2.1968 ,20.2200 ,0.37 ,0.3000 ,0.33 ,0.4600 ,0.0400 ,26.0000 ,0.6000 
2011-03-10,1295.1100 ,1.8051 ,38.9397 ,46.9757 ,0.0000 ,0.0000 ,1315.7200 ,1315.7200 ,1294.2100 ,1295.1100 ,4723020000.0000 ,2.7128 ,6.2768 ,-3.5640 ,21.8800 ,0.36 ,0.3200 ,0.32 ,0.4400 ,0.0400 ,26.0000 ,0.7300 
2011-03-11,1304.2800 ,23.5984 ,32.8623 ,41.7069 ,0.0000 ,0.0000 ,1293.4301 ,1308.3500 ,1291.9900 ,1304.2800 ,3740400000.0000 ,1.6442 ,5.3503 ,-3.7061 ,20.0800 ,0.36 ,0.3200 ,0.32 ,0.4400 ,0.0400 ,26.0000 ,0.6200 
2011-03-14,1296.3900 ,19.0712 ,30.3043 ,34.0354 ,0.0000 ,0.0000 ,1301.1899 ,1301.1899 ,1286.3700 ,1296.3900 ,4050370000.0000 ,0.1588 ,4.3120 ,-4.1532 ,21.1300 ,0.36 ,0.3200 ,0.32 ,0.4400 ,0.0400 ,13.0000 ,0.6700 
2011-03-15,1281.8700 ,29.1596 ,25.0702 ,29.4123 ,0.0000 ,0.0000 ,1288.4600 ,1288.4600 ,1261.1200 ,1281.8700 ,5201400000.0000 ,-2.1651 ,3.0166 ,-5.1817 ,24.3200 ,0.36 ,0.3200 ,0.32 ,0.4400 ,0.0400 ,13.0000 ,0.7100 
2011-03-16,1256.8800 ,9.4076 ,16.6084 ,23.9943 ,0.0000 ,0.0000 ,1279.4600 ,1280.9100 ,1249.0500 ,1256.8800 ,5833000000.0000 ,-5.9546 ,1.2223 ,-7.1770 ,29.4000 ,0.36 ,0.3200 ,0.32 ,0.4400 ,0.0400 ,11.0000 ,0.7900 
2011-03-17,1273.7200 ,29.6407 ,22.1755 ,21.2847 ,0.0000 ,0.0000 ,1261.6100 ,1278.8800 ,1261.6100 ,1273.7200 ,4134950000.0000 ,-7.5124 ,-0.5246 ,-6.9878 ,26.3700 ,0.28 ,0.3100 ,0.40 ,0.4100 ,-0.1200 ,9.0000 ,0.7100 
2011-03-18,1279.2100 ,36.2368 ,24.7032 ,21.1624 ,0.0000 ,0.0000 ,1276.7100 ,1288.8800 ,1276.1801 ,1279.2100 ,4685500000.0000 ,-8.2094 ,-2.0616 ,-6.1478 ,24.4400 ,0.28 ,0.3100 ,0.40 ,0.4100 ,-0.1200 ,9.0000 ,0.6700 
2011-03-21,1298.3800 ,59.2695 ,32.7428 ,26.5405 ,0.0000 ,0.0000 ,1281.6500 ,1300.5800 ,1281.6500 ,1298.3800 ,4223730000.0000 ,-7.1326 ,-3.0758 ,-4.0568 ,20.6100 ,0.28 ,0.3100 ,0.40 ,0.4100 ,-0.1200 ,14.0000 ,0.4900 
2011-03-22,1293.7700 ,53.7306 ,37.6570 ,31.7010 ,0.0000 ,0.0000 ,1298.2900 ,1299.3500 ,1292.7000 ,1293.7700 ,3576550000.0000 ,-6.5754 ,-3.7757 ,-2.7997 ,20.2100 ,0.28 ,0.3100 ,0.40 ,0.4100 ,-0.1200 ,15.0000 ,0.5500 
2011-03-23,1297.5400 ,58.2602 ,47.4276 ,39.2758 ,0.0000 ,0.0000 ,1292.1899 ,1300.5100 ,1284.0500 ,1297.5400 ,3842350000.0000 ,-5.7633 ,-4.1732 ,-1.5900 ,19.1700 ,0.28 ,0.3100 ,0.40 ,0.4100 ,-0.1200 ,16.0000 ,0.5900 
2011-03-24,1309.6600 ,73.8877 ,56.2770 ,47.1205 ,0.0000 ,0.0000 ,1300.6100 ,1311.3400 ,1297.7400 ,1309.6600 ,4223740000.0000 ,-4.0944 ,-4.1575 ,0.0631 ,18.0000 ,0.38 ,0.2700 ,0.35 ,0.4000 ,0.0300 ,16.0000 ,0.5500 
2011-03-25,1313.8000 ,82.3477 ,65.4991 ,56.4012 ,0.0000 ,1.0000 ,1311.8000 ,1319.1801 ,1310.1500 ,1313.8000 ,4223740000.0000 ,-2.4100 ,-3.8080 ,1.3980 ,17.9100 ,0.38 ,0.2700 ,0.35 ,0.4000 ,0.0300 ,19.0000 ,0.5300 
2011-03-28,1310.1899 ,79.7235 ,69.5899 ,63.7887 ,0.0000 ,1.0000 ,1315.4500 ,1319.7400 ,1310.1899 ,1310.1899 ,3215170000.0000 ,-1.3508 ,-3.3165 ,1.9657 ,19.4400 ,0.38 ,0.2700 ,0.35 ,0.4000 ,0.0300 ,23.0000 ,0.5600 
2011-03-29,1319.4399 ,94.9164 ,77.8271 ,70.9721 ,0.0000 ,1.0000 ,1309.3700 ,1319.4500 ,1305.2600 ,1319.4399 ,3482580000.0000 ,0.2323 ,-2.6068 ,2.8391 ,18.1600 ,0.38 ,0.2700 ,0.35 ,0.4000 ,0.0300 ,23.0000 ,0.5200 
2011-03-30,1328.2600 ,95.7915 ,85.3333 ,77.5835 ,0.0000 ,1.0000 ,1321.8900 ,1331.7400 ,1321.8900 ,1328.2600 ,3809570000.0000 ,2.1736 ,-1.6507 ,3.8243 ,17.7100 ,0.38 ,0.2700 ,0.35 ,0.4000 ,0.0300 ,24.0000 ,0.5400 
2011-03-31,1325.8300 ,92.8528 ,89.1264 ,84.0956 ,1.0000 ,1.0000 ,1327.4399 ,1329.7700 ,1325.0300 ,1325.8300 ,3566270000.0000 ,3.4759 ,-0.6254 ,4.1013 ,17.7400 ,0.42 ,0.2700 ,0.31 ,0.3900 ,0.1100 ,24.0000 ,0.5600 
2011-04-01,1332.4100 ,93.8739 ,91.4316 ,88.6304 ,1.0000 ,1.0000 ,1329.4800 ,1337.8500 ,1328.8900 ,1332.4100 ,4223740000.0000 ,4.9816 ,0.4960 ,4.4856 ,17.4000 ,0.42 ,0.2700 ,0.31 ,0.3900 ,0.1100 ,27.0000 ,0.5100 
2011-04-04,1332.8700 ,94.3919 ,94.3653 ,91.6411 ,1.0000 ,1.0000 ,1333.5601 ,1336.7400 ,1329.1000 ,1332.8700 ,4223740000.0000 ,6.1411 ,1.6251 ,4.5161 ,17.5000 ,0.42 ,0.2700 ,0.31 ,0.3900 ,0.1100 ,31.0000 ,0.5900 
2011-04-05,1332.6300 ,93.7416 ,94.1304 ,93.3091 ,1.0000 ,1.0000 ,1332.0300 ,1338.2100 ,1330.0300 ,1332.6300 ,3852280000.0000 ,6.9605 ,2.6921 ,4.2684 ,17.2500 ,0.42 ,0.2700 ,0.31 ,0.3900 ,0.1100 ,35.0000 ,0.5600 
2011-04-06,1335.5400 ,95.0624 ,93.9845 ,94.1601 ,1.0000 ,1.0000 ,1335.9399 ,1339.3800 ,1331.0900 ,1335.5400 ,4223740000.0000 ,7.7553 ,3.7048 ,4.0505 ,16.9000 ,0.42 ,0.2700 ,0.31 ,0.3900 ,0.1100 ,37.0000 ,0.5500 
2011-04-07,1333.5100 ,90.7120 ,93.5564 ,93.8904 ,1.0000 ,1.0000 ,1334.8199 ,1338.8000 ,1326.5601 ,1333.5100 ,4005600000.0000 ,8.1276 ,4.5893 ,3.5383 ,17.1100 ,0.44 ,0.2800 ,0.29 ,0.3800 ,0.1500 ,37.0000 ,0.5300 
2011-04-08,1328.1700 ,80.4706 ,90.8757 ,92.8055 ,1.0000 ,1.0000 ,1336.1600 ,1339.4600 ,1322.9399 ,1328.1700 ,3582810000.0000 ,7.9007 ,5.2516 ,2.6491 ,17.8700 ,0.44 ,0.2800 ,0.29 ,0.3800 ,0.1500 ,37.0000 ,0.5800 
2011-04-11,1324.4600 ,72.9290 ,86.5831 ,90.3384 ,1.0000 ,1.0000 ,1329.0100 ,1333.7700 ,1321.0601 ,1324.4600 ,3478970000.0000 ,7.3370 ,5.6687 ,1.6683 ,16.5900 ,0.44 ,0.2800 ,0.29 ,0.3800 ,0.1500 ,34.0000 ,0.6200 
2011-04-12,1314.1600 ,54.3404 ,78.7029 ,85.3873 ,1.0000 ,1.0000 ,1321.9600 ,1321.9600 ,1309.5100 ,1314.1600 ,4275490000.0000 ,5.9901 ,5.7330 ,0.2571 ,17.0900 ,0.44 ,0.2800 ,0.29 ,0.3800 ,0.1500 ,33.0000 ,0.5800 
2011-04-13,1314.4100 ,39.9570 ,67.6818 ,77.6560 ,0.0000 ,1.0000 ,1314.0300 ,1321.3500 ,1309.1899 ,1314.4100 ,3850860000.0000 ,4.8864 ,5.5637 ,-0.6772 ,16.9200 ,0.44 ,0.2800 ,0.29 ,0.3800 ,0.1500 ,33.0000 ,0.6500 
2011-04-14,1314.5200 ,32.6674 ,56.0729 ,67.4859 ,0.0000 ,1.0000 ,1311.1300 ,1316.7900 ,1302.4200 ,1314.5200 ,3872630000.0000 ,3.9749 ,5.2459 ,-1.2710 ,16.2700 ,0.42 ,0.2700 ,0.31 ,0.3800 ,0.1100 ,30.0000 ,0.6900 
2011-04-15,1319.6801 ,46.5984 ,49.2984 ,57.6844 ,0.0000 ,1.0000 ,1314.5400 ,1322.8800 ,1313.6801 ,1319.6801 ,4223740000.0000 ,3.6270 ,4.9221 ,-1.2951 ,15.3200 ,0.42 ,0.2700 ,0.31 ,0.3800 ,0.1100 ,28.0000 ,0.6300 
2011-04-18,1305.1400 ,23.3245 ,39.3776 ,48.2496 ,0.0000 ,0.0000 ,1313.3500 ,1313.3500 ,1294.7000 ,1305.1400 ,4223740000.0000 ,2.1533 ,4.3684 ,-2.2151 ,16.9600 ,0.42 ,0.2700 ,0.31 ,0.3800 ,0.1100 ,24.0000 ,0.6000 
2011-04-19,1312.6200 ,40.0358 ,36.5166 ,41.7309 ,0.0000 ,0.0000 ,1305.9900 ,1312.7000 ,1303.9700 ,1312.6200 ,3886300000.0000 ,1.5707 ,3.8088 ,-2.2381 ,15.8300 ,0.42 ,0.2700 ,0.31 ,0.3800 ,0.1100 ,24.0000 ,0.6400 
2011-04-20,1330.3600 ,79.6694 ,44.4591 ,40.1178 ,0.0000 ,0.0000 ,1319.1200 ,1332.6600 ,1319.1200 ,1330.3600 ,4236280000.0000 ,2.5116 ,3.5494 ,-1.0378 ,15.0700 ,0.42 ,0.2700 ,0.31 ,0.3800 ,0.1100 ,25.0000 ,0.5100 
2011-04-21,1337.3800 ,95.3531 ,56.9963 ,45.9907 ,0.0000 ,0.0000 ,1333.2300 ,1337.4900 ,1332.8300 ,1337.3800 ,3587240000.0000 ,3.7802 ,3.5955 ,0.1846 ,14.6900 ,0.32 ,0.3700 ,0.31 ,0.3700 ,0.0100 ,30.0000 ,0.6200 
2011-04-25,1335.2500 ,90.5944 ,65.7954 ,55.7503 ,0.0000 ,1.0000 ,1337.1400 ,1337.5500 ,1331.4700 ,1335.2500 ,2142130000.0000 ,4.5610 ,3.7886 ,0.7724 ,15.7700 ,0.32 ,0.3700 ,0.31 ,0.3700 ,0.0100 ,35.0000 ,0.5700 
2011-04-26,1347.2400 ,95.7884 ,80.2882 ,67.6933 ,0.0000 ,1.0000 ,1336.7500 ,1349.5500 ,1336.7500 ,1347.2400 ,3908060000.0000 ,6.0773 ,4.2464 ,1.8309 ,15.6200 ,0.32 ,0.3700 ,0.31 ,0.3700 ,0.0100 ,36.0000 ,0.5700 
2011-04-27,1355.6600 ,97.0856 ,91.6982 ,79.2606 ,0.0000 ,1.0000 ,1348.4301 ,1357.4900 ,1344.2500 ,1355.6600 ,4051570000.0000 ,7.8677 ,4.9706 ,2.8971 ,15.3500 ,0.32 ,0.3700 ,0.31 ,0.3700 ,0.0100 ,37.0000 ,0.5900 
2011-04-28,1360.4800 ,98.1645 ,95.3972 ,89.1279 ,1.0000 ,1.0000 ,1353.8600 ,1361.7100 ,1353.6000 ,1360.4800 ,4036820000.0000 ,9.5653 ,5.8896 ,3.6757 ,14.6200 ,0.38 ,0.3100 ,0.31 ,0.3700 ,0.0700 ,37.0000 ,0.5400 
2011-04-29,1363.6100 ,98.6400 ,96.0546 ,94.3833 ,1.0000 ,1.0000 ,1360.1400 ,1364.5601 ,1358.6899 ,1363.6100 ,3479070000.0000 ,11.0360 ,6.9189 ,4.1171 ,14.7500 ,0.38 ,0.3100 ,0.31 ,0.3700 ,0.0700 ,41.0000 ,0.5900 
